id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,instrumentalness,liveness,speechiness
1079,Follow Your Heart,Scorpions,metal,intense,0.656,153.747,0.195,0.353,0.0431,0.000161,0.139,0.0319
1080,Buscando Razón,Hermetica,metal,happy,0.708,97.28,0.685,0.465,0.000239,7.57e-06,0.0872,0.0286
1081,Nomad,In Hearts Wake,metalcore,aggressive,0.937,118.026,0.174,0.45,0.00032,0.0,0.234,0.0897
1082,Uncanny Valley,He Is Legend,metalcore,moody,0.485,113.93,0.404,0.434,0.0113,0.0101,0.311,0.0313
1083,Another Song About The Weekend,A Day To Remember,metalcore,energetic,0.941,163.007,0.644,0.443,2.39e-05,0.0,0.0965,0.0648
1084,Paranoia,A Day To Remember,metalcore,aggressive,0.992,149.859,0.344,0.409,4.82e-05,2.03e-06,0.1,0.108
1085,Lune,Periphery,metalcore,aggressive,0.851,134.99,0.337,0.488,0.00208,0.000501,0.0943,0.0447
1086,Badlands,In Hearts Wake,metalcore,aggressive,0.997,111.976,0.121,0.551,1.03e-05,0.617,0.0806,0.112
1087,Bloodline,Northlane,metalcore,aggressive,0.964,97.492,0.404,0.514,8.3e-05,0.196,0.137,0.0992
1088,Daggers,We Came As Romans;Zero 9:36,metalcore,aggressive,0.961,148.016,0.427,0.435,6.16e-05,0.000134,0.384,0.141
1089,Shadows Inside,Miss May I,metalcore,aggressive,0.969,179.987,0.338,0.381,4.59e-06,1.47e-05,0.143,0.141
1090,Denial Mechanism,Lamb of God,metalcore,aggressive,0.988,197.852,0.16,0.329,6.95e-05,0.914,0.236,0.228
1091,Resurrection Man,Lamb of God,metalcore,aggressive,0.977,130.113,0.108,0.337,1.74e-05,0.528,0.0934,0.145
1092,a new moral low ground,Architects,metalcore,aggressive,0.937,178.139,0.197,0.376,0.000608,0.00145,0.329,0.152
1093,out of control,Gideon,metalcore,aggressive,0.975,102.516,0.307,0.533,7.21e-05,0.0013,0.113,0.0759
1094,Awake,May of Sorrow,metalcore,aggressive,0.777,139.974,0.256,0.435,0.0478,0.000174,0.268,0.0375
1095,Gloom And How It Gets That Way,Every Time I Die,metalcore,aggressive,0.994,118.384,0.0916,0.394,0.0099,0.0,0.315,0.114
1096,Carnival of Souls,Spektre,minimal-techno,aggressive,0.904,128.006,0.0728,0.655,0.00595,0.972,0.114,0.039
1097,DRUM GLOW,Moderat,minimal-techno,aggressive,0.906,139.019,0.412,0.593,0.278,0.913,0.0961,0.0454
1098,Epikur - Original,DAVID AUGUST,minimal-techno,intense,0.598,117.989,0.142,0.556,0.0122,0.905,0.269,0.0311
1099,Hardcore,T78;Dino Maggiorana,minimal-techno,aggressive,0.939,130.011,0.103,0.679,0.00975,0.831,0.0938,0.0347
1100,Fünffleck-Widderchen,Dominik Eulberg,minimal-techno,intense,0.643,120.008,0.251,0.567,0.487,0.898,0.106,0.129
1101,White Rainbow,Boris Brejcha,minimal-techno,sad,0.292,125.019,0.132,0.807,0.00134,0.914,0.0807,0.122
1102,Naif,Recondite,minimal-techno,excited,0.678,133.999,0.902,0.793,0.166,0.86,0.108,0.0568
1103,Dreizehenspecht,Dominik Eulberg,minimal-techno,moody,0.486,111.012,0.302,0.759,0.0195,0.975,0.102,0.0329
1104,Turning My Head,Anja Schneider,minimal-techno,intense,0.698,124.013,0.238,0.724,0.0251,0.833,0.0968,0.0541
1105,Gravy Train - Nicolas Jaar Remix,Maceo Plex,minimal-techno,tender,0.347,119.989,0.528,0.854,0.036,0.888,0.106,0.0514
1106,Music To Interogate By,Jan Jelinek,minimal-techno,fiery,0.667,123.757,0.493,0.657,0.0418,0.887,0.385,0.0321
1107,La Forma Más Pura,Mark Dekoda,minimal-techno,energetic,0.937,136.023,0.547,0.743,9.08e-05,0.777,0.135,0.0933
1108,Nikki,Worakls,minimal-techno,intense,0.652,126.071,0.145,0.313,0.291,0.929,0.0843,0.0342
1109,Carant,Solee,minimal-techno,intense,0.682,123.008,0.204,0.729,0.0455,0.837,0.133,0.0419
1110,Cerulean,Fritz Kalkbrenner,minimal-techno,fiery,0.682,123.943,0.347,0.708,0.00285,0.838,0.0882,0.0333
1111,Ela Disse Adeus,Os Paralamas Do Sucesso,mpb,excited,0.6,124.133,0.951,0.81,0.171,1.23e-05,0.255,0.0399
1112,Gostoso Demais,Elba Ramalho;Dominguinhos,mpb,happy,0.606,175.539,0.803,0.564,0.599,9.33e-05,0.275,0.0664
1113,A Vida Quis Assim,Oswaldo Montenegro,mpb,melancholy,0.36,59.987,0.247,0.664,0.806,0.0,0.107,0.0407
1114,Você Me Pergunta,Rubel;Adriana Calcanhotto,mpb,melancholy,0.127,89.981,0.271,0.673,0.885,0.0,0.122,0.0386
1115,Ai Bebê,ALMAR;João Mar,mpb,peaceful,0.464,130.02,0.919,0.823,0.53,4.1e-06,0.293,0.0673
1116,Tão bem,Lulu Santos,mpb,happy,0.658,87.157,0.746,0.581,0.63,0.0,0.246,0.0391
1117,Peixe Frito,Almir Sater;Renato Teixeira,mpb,peaceful,0.291,104.951,0.78,0.8,0.837,0.0,0.0839,0.0341
1118,Como uma Onda - Ao Vivo,Lulu Santos,mpb,fiery,0.676,110.997,0.468,0.64,0.333,0.0093,0.707,0.0465
1119,Algum Dia - Ao Vivo,Capital Inicial,mpb,fiery,0.679,108.998,0.333,0.612,0.547,1.39e-05,0.915,0.0265
1120,Baader-Meinhof Blues,Legião Urbana,mpb,happy,0.831,189.72,0.657,0.253,0.012,6.62e-05,0.508,0.0456
1121,Problemas / Quem de Nós Dois (La Mia Storia Tra Le Dita),Ana Carolina,mpb,fiery,0.66,83.605,0.385,0.488,0.131,1.67e-06,0.962,0.0325
1122,Chão de Giz,Zé Ramalho,mpb,peaceful,0.427,145.24,0.561,0.277,0.703,0.000221,0.267,0.0308
1123,As Dores do Mundo - Acústico,Jota Quest,mpb,energetic,0.73,105.163,0.509,0.609,0.384,0.000489,0.694,0.0581
1124,Identidade,Jorge Aragão,mpb,happy,0.625,97.79,0.834,0.634,0.743,0.00191,0.213,0.045
1125,Cabô Meu Pai / Uma Prova De Amor / Quando A Gira Girou - Ao Vivo,Diogo Nogueira,mpb,happy,0.728,107.993,0.776,0.628,0.736,0.0,0.609,0.0459
1126,After the Rain,Dan Gibson's Solitudes,new-age,melancholy,0.049,125.612,0.0452,0.25,0.689,0.000162,0.908,0.0466
1127,"The Fairy Ring, Part 1 - Remastered",Mike Rowland,new-age,sad,0.258,84.511,0.0395,0.0852,0.206,0.959,0.131,0.0372
1128,Romance for Violin and Orchester,Michael Hoppé,new-age,melancholy,0.235,146.051,0.0428,0.148,0.882,0.942,0.104,0.046
1129,Scenery,Yiruma,new-age,melancholy,0.182,119.454,0.155,0.456,0.992,0.87,0.098,0.065
1130,Water Ballet,Peter Kater,new-age,melancholy,0.157,69.715,0.0386,0.0879,0.968,0.928,0.107,0.0439
1131,Dark Island,Aine Minogue,new-age,melancholy,0.0693,90.033,0.253,0.459,0.962,0.106,0.0931,0.0309
1132,The Embrace,George Skaroulis,new-age,melancholy,0.0762,94.236,0.117,0.256,0.99,0.929,0.0916,0.0446
1133,Mighty Fortress,Jim Brickman,new-age,melancholy,0.0674,129.274,0.149,0.308,0.986,0.616,0.125,0.0366
1134,Lesiem,Lesiem,new-age,fiery,0.6,180.096,0.331,0.546,0.125,0.801,0.133,0.0414
1135,Enchanted Valley,Aine Minogue,new-age,melancholy,0.0955,85.495,0.0831,0.306,0.978,0.917,0.0876,0.0437
1136,Light Up,Helen Jane Long,new-age,melancholy,0.271,54.362,0.197,0.24,0.96,0.876,0.0882,0.0369
1137,Battles - Remastered 2003,Clannad,new-age,melancholy,0.225,107.531,0.103,0.574,0.605,0.911,0.107,0.0573
1138,Signatures on Water,Deuter,new-age,melancholy,0.00689,82.38,0.078,0.188,0.988,0.821,0.0839,0.0432
1139,An Ti Dog MA Ti Sm,Oliver Shanti & Friends,new-age,melancholy,0.266,81.154,0.0339,0.101,0.512,0.227,0.0846,0.0417
1140,Through the Arbor,Kevin Kern,new-age,melancholy,0.0797,199.907,0.235,0.302,0.981,0.836,0.0793,0.0331
1141,Amapola - Remastered,Andrea Bocelli;Orchestra Sinfonica di Milano Giuseppe Verdi;Steven Mercurio,opera,melancholy,0.371,80.714,0.2,0.175,0.963,1.38e-06,0.191,0.0305
1142,"Die Walkure, Act III: Ride of the Valkyries",Richard Wagner;Budapest Symphony Orchestra;György Lehel,opera,melancholy,0.219,89.997,0.0965,0.251,0.929,0.933,0.0824,0.0323
1143,Aime (Live),Lara Fabian,opera,melancholy,0.339,125.962,0.222,0.408,0.679,0.0,0.228,0.0317
1144,L'immensità - 2015 Version,Il Volo,opera,intense,0.569,66.621,0.0496,0.121,0.109,0.00364,0.115,0.0374
1145,I Believe in Father Christmas,Elaine Paige,opera,sad,0.182,112.503,0.207,0.61,0.395,7.18e-06,0.0774,0.0322
1146,"Lucia di Lammermoor, Act III: ""Tu che a Dio spiegasti l'ali"" (Edgardo)",Alfredo Kraus;Great Festival Choir and Orchestra;Symphony Orchestra of Madrid;Kurt Sanderling,opera,melancholy,0.193,169.455,0.119,0.234,0.977,7.85e-06,0.225,0.0405
1147,"Send in the Clowns (From ""A Little Night Music"")",Collabro,opera,melancholy,0.0646,153.945,0.152,0.264,0.948,4.2e-05,0.146,0.0409
1148,Historia De Un Amor,Il Volo,opera,melancholy,0.485,83.0,0.159,0.301,0.91,0.00027,0.131,0.0377
1149,El Reloj,Il Volo,opera,melancholy,0.428,82.974,0.193,0.529,0.888,0.00767,0.106,0.0372
1150,Journey to the Sea,Bernward Koch,opera,melancholy,0.125,95.99,0.0698,0.387,0.897,0.944,0.113,0.0307
1151,The Deers Cry: From the Pilgrim,Lisa Kelly,opera,melancholy,0.151,83.692,0.256,0.236,0.95,7.56e-06,0.109,0.0406
1152,Requiem: IX. Confutatis,Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;John Relyea,opera,melancholy,0.0626,80.626,0.0971,0.288,0.946,0.0014,0.12,0.0524
1153,I masnadieri: Prélude (Arr. for String Quartet by Eric Mouret),Giuseppe Verdi;Quatuor Zaïde,opera,melancholy,0.05,68.149,0.144,0.192,0.96,0.551,0.175,0.0433
1154,Funeral March of a Marionette (Marche funèbre d'une marionette),"Charles Gounod;Orchestra of the Royal Opera House, Covent Garden;Sir Alexander Gibson",opera,melancholy,0.0193,97.663,0.384,0.44,0.966,0.601,0.0993,0.048
1155,She Was Beautiful,The Celtic Tenors,opera,melancholy,0.229,176.518,0.135,0.15,0.957,0.00474,0.0941,0.0321
1156,Figurinha Repetida - Ao Vivo,Leo Santana;Lauana Prado,pagode,happy,0.772,116.969,0.735,0.706,0.214,0.0,0.723,0.0288
1157,Não Quero Despedida / Quero Mais - Ao Vivo,Mumuzinho,pagode,happy,0.751,177.865,0.864,0.535,0.565,0.0,0.368,0.0554
1158,Dependente Do Amor,Zeca Pagodinho;Xande De Pilares,pagode,happy,0.566,90.049,0.887,0.694,0.271,0.0,0.215,0.0637
1159,Era de Aquarius,Martinho Da Vila;Djonga,pagode,excited,0.516,136.076,0.783,0.895,0.548,0.0,0.19,0.294
1160,Ela Te Superou,Binho Simões,pagode,fiery,0.505,132.805,0.305,0.379,0.752,0.0,0.962,0.0335
1161,Abre alas,Ferrugem,pagode,happy,0.697,151.978,0.814,0.666,0.385,0.0,0.115,0.0391
1162,"Dois Amores, Duas Paixões",Calcinha Preta,pagode,fiery,0.74,166.07,0.461,0.498,0.231,0.0,0.51,0.0359
1163,Some ou Me Assume,Unha Pintada,pagode,happy,0.667,134.891,0.695,0.75,0.616,0.0,0.263,0.0595
1164,Praieiro - Ao Vivo,Jammil E Uma Noites,pagode,energetic,0.94,129.978,0.541,0.683,0.0902,1.33e-06,0.397,0.055
1165,40 Graus / Gamei / Azul Sem Fim / Até o Sol Quis Ver / A Carta - Ao Vivo,Péricles,pagode,energetic,0.772,160.048,0.572,0.516,0.447,0.0,0.553,0.0409
1166,Carícias - Ao Vivo,Art Popular,pagode,happy,0.874,168.266,0.96,0.651,0.252,0.0,0.837,0.0461
1167,Missão Impossível - Ao Vivo,Suel;Sorriso Maroto,pagode,happy,0.733,151.845,0.886,0.703,0.689,0.0,0.227,0.0503
1168,Fortaleza / Porradão / Fotos Antigas / Modo Avião / Quem - Ao Vivo,Vou Zuar;Grupo Menos É Mais,pagode,happy,0.557,93.784,0.767,0.404,0.608,4.9e-06,0.221,0.0518
1169,Olha o Que o Amor Me Faz - Ao Vivo,Vitinho,pagode,happy,0.67,151.693,0.672,0.489,0.279,0.0,0.922,0.0392
1170,"Prazer, eu sou Ferrugem - Ao vivo",Ferrugem,pagode,happy,0.864,93.893,0.708,0.585,0.692,0.0,0.944,0.109
1171,"Zicke Zacke, Prost ihr Säcke",Jack Gelee,party,happy,0.998,140.089,0.712,0.71,0.0221,0.0,0.529,0.304
1172,Idiot,Matthias Reim;Michelle,party,happy,0.94,135.972,0.682,0.742,0.177,0.00183,0.19,0.0588
1173,"Titten raus, es ist Sommer - Bierkönig Mallorca Mix",DJ Düse,party,happy,0.978,140.049,0.725,0.749,0.0334,0.0,0.291,0.0744
1174,Knackarsch - Single Mix,Tim Toupet,party,excited,0.956,125.931,0.88,0.768,0.0942,0.0,0.207,0.039
1175,Eifel - Radio Edit,Brings,party,happy,0.975,161.915,0.653,0.45,0.00303,0.0,0.278,0.115
1176,Weinst du,Stereoact;Sarah Lahn,party,fiery,0.689,125.136,0.411,0.759,0.111,0.0,0.364,0.0455
1177,"Polka, Polka, Polka - Single Version",Brings,party,excited,0.803,125.022,0.854,0.814,0.226,0.0,0.055,0.0586
1178,Was wäre wenn,Mia Julia,party,aggressive,0.811,128.053,0.364,0.599,0.0514,0.0,0.0824,0.0405
1179,Echte Fründe - Remake '97,Höhner,party,happy,0.902,127.019,0.941,0.64,0.0356,0.000467,0.241,0.0365
1180,LEBENSLANG - HBz Remix,Tream;treamiboii;HBz,party,excited,0.752,139.965,0.546,0.774,0.0481,0.0,0.0719,0.137
1181,Hallo Tanja,Michelle,party,energetic,0.595,119.97,0.582,0.74,0.504,0.0,0.0972,0.0303
1182,Just Dance - Maxtreme & Dropixx Mix,Empyre One;Maxtreme;DROPiXX,party,aggressive,0.944,149.994,0.442,0.657,0.0025,0.0,0.371,0.0552
1183,Malle ist der geilste Club der Welt,Jürgen Milski,party,energetic,0.992,139.971,0.543,0.609,0.109,0.0,0.39,0.139
1184,Die Sonne scheint den ganzen Tach,Mickie Krause,party,excited,0.976,130.04,0.894,0.774,0.0402,0.0,0.275,0.0724
1185,Nur noch Schuhe an - Party-Version 2013,Mickie Krause,party,energetic,0.998,144.925,0.54,0.506,0.0665,0.0,0.468,0.132
1186,Watashi No Uso (Your Lie in April Original Soundtrack),Theishter,piano,melancholy,0.0154,73.862,0.102,0.349,0.991,0.875,0.092,0.0632
1187,Finale/Reprise,Chantry Johnson,piano,melancholy,0.0114,66.583,0.0386,0.378,0.992,0.952,0.102,0.05
1188,Hour of Rest,William Cas,piano,melancholy,0.00889,143.231,0.11,0.308,0.973,0.936,0.112,0.0397
1189,Where Is My Mind?,Javi Lobe,piano,melancholy,0.00924,64.974,0.0642,0.457,0.991,0.917,0.0957,0.0505
1190,Amazonas,João Donato,piano,peaceful,0.436,83.034,0.619,0.77,0.724,0.865,0.0996,0.0627
1191,Il Colibrì,Carlo Boscoli,piano,melancholy,0.0555,128.033,0.167,0.503,0.977,0.824,0.106,0.0338
1192,"Waltz No. 1, Op. 6 ""Collapse""",Hikaru Shirosu,piano,melancholy,0.0758,154.438,0.412,0.537,0.993,0.9,0.225,0.043
1193,Something About The Way You Look Tonight - Edit Version,Elton John,piano,energetic,0.628,143.412,0.541,0.48,0.174,3.28e-05,0.0753,0.0262
1194,"30,000 Feet",Ben Rector,piano,melancholy,0.452,179.921,0.321,0.555,0.694,0.0,0.0595,0.0554
1195,Reflection,Víkingur Ólafsson,piano,melancholy,0.0153,104.717,0.265,0.426,0.993,0.957,0.108,0.0372
1196,'Round Midnight,Thelonious Monk,piano,melancholy,0.32,116.648,0.206,0.542,0.907,0.649,0.0609,0.0387
1197,It Must Have Been Love - Piano version,Mark Benson,piano,melancholy,0.0583,118.13,0.154,0.554,0.988,0.933,0.119,0.0458
1198,Running Up That Hill (A Deal With God) - Piano Version,Philip,piano,melancholy,0.0569,189.937,0.163,0.388,0.935,0.932,0.109,0.0614
1199,Say You Like Me,We The Kings,piano,fiery,0.744,176.171,0.342,0.412,0.0265,0.0,0.21,0.0651
1200,Feels Like Home,Chantal Kreviazuk,piano,melancholy,0.385,99.142,0.2,0.562,0.733,0.00438,0.11,0.0258
1201,Together Forever,Yo Yo Honey Singh,pop-film,happy,0.832,160.022,0.67,0.737,0.26,0.0,0.108,0.165
1202,Nadhiyae Nadhiyae,Unni Menon,pop-film,moody,0.39,74.727,0.266,0.398,0.424,0.0,0.946,0.097
1203,"Kitni Haseen Hogi (From ""Hit - The First Case"")",Mithoon;Arijit Singh;Sayeed Quadri,pop-film,moody,0.473,102.787,0.358,0.473,0.361,0.0,0.109,0.0333
1204,Naan Un,Arijit Singh;Chinmayi,pop-film,fiery,0.521,142.268,0.329,0.47,0.579,3.39e-06,0.112,0.0391
1205,Pia.. Pia..,Vijay Antony,pop-film,energetic,0.929,144.427,0.61,0.551,0.256,0.000536,0.142,0.229
1206,Voda Voda Voda,Dhanush,pop-film,fiery,0.519,85.008,0.386,0.807,0.247,0.000256,0.0774,0.082
1207,"Vizhiye Kalangathey - From ""Vedigundu Pasangge""",Sathyaprakash;Shakthisree Gopalan,pop-film,fiery,0.704,74.995,0.473,0.566,0.266,0.0,0.148,0.0383
1208,"Merke Merke ( From"" Kanda Naal Mudhalai"")",Shankar Mahadevan;Sadhana Sargam,pop-film,energetic,0.608,79.981,0.536,0.682,0.425,3.69e-05,0.122,0.0436
1209,Rowdy Baby,Yuvan Shankar Raja;Dhanush;Dhee,pop-film,energetic,0.703,176.889,0.588,0.668,0.281,0.0029,0.159,0.199
1210,Anbae Anbae,Hariharan;Anuradha,pop-film,happy,0.557,122.009,0.799,0.684,0.0183,0.0,0.17,0.0296
1211,Hasili Fisiliye,Harris Jayaraj;Karthik;Harini;Dr. Burn;Maya,pop-film,fiery,0.561,97.016,0.449,0.768,0.202,0.0,0.0986,0.0374
1212,"Phir Mohabbat (From ""Murder 2"")",Mohammed Irfan;Arijit Singh;Saim Bhat,pop-film,melancholy,0.481,199.765,0.263,0.464,0.787,1.09e-06,0.127,0.033
1213,O Rangrez,Shankar-Ehsaan-Loy;Shreya Ghoshal;Javed Bashir;Yusuf Mohammed;Vajid Ali,pop-film,energetic,0.53,126.06,0.594,0.726,0.498,0.0,0.14,0.0531
1214,Tumhe Jo Maine Dekha,Abhijeet;Shreya Ghoshal,pop-film,happy,0.903,102.009,0.712,0.734,0.432,0.00569,0.2,0.0649
1215,"Chahun Main Ya Naa (From ""Aashiqui 2"")",Palak Muchhal;Arijit Singh,pop-film,intense,0.517,106.906,0.259,0.644,0.521,3.27e-06,0.0905,0.0273
1216,Phulkari,Karan Randhawa,pop,happy,0.785,81.781,0.764,0.547,0.204,0.0,0.0835,0.0675
1217,Thaar Maar Thakkar Maar,Thaman S;Shreya Ghoshal;Chiranjeevi;Salman Khan,pop,excited,0.942,132.028,0.908,0.783,0.176,2.01e-06,0.175,0.0815
1218,Ferxxo 100,Feid,pop,energetic,0.562,163.893,0.569,0.705,0.257,0.0,0.137,0.0674
1219,Sift,Bhalwaan;Signature By SB,pop,fiery,0.745,97.076,0.448,0.767,0.45,0.0,0.281,0.0589
1220,Who Says,Selena Gomez & The Scene,pop,happy,0.927,101.019,0.744,0.682,0.0843,0.0,0.149,0.0479
1221,Filhaal2 Mohabbat,B Praak;Akshay Kumar;Nupur Sanon;Ammy Virk,pop,intense,0.578,85.186,0.274,0.574,0.296,0.0,0.114,0.0343
1222,On The Floor,Jennifer Lopez;Pitbull,pop,energetic,0.777,130.0,0.575,0.73,0.105,0.000478,0.0691,0.0496
1223,Skate,Bruno Mars;Anderson .Paak;Silk Sonic,pop,happy,0.598,112.027,0.698,0.708,0.037,0.0,0.17,0.0291
1224,Baarishon Mein,Darshan Raval,pop,melancholy,0.34,179.865,0.314,0.352,0.898,3.3e-06,0.0936,0.0357
1225,Despacito,Luis Fonsi;Daddy Yankee,pop,happy,0.797,177.928,0.839,0.655,0.198,0.0,0.067,0.153
1226,US (feat. Raja Kumari),Sidhu Moose Wala;Raja Kumari,pop,energetic,0.601,72.048,0.598,0.524,0.663,0.0,0.114,0.0404
1227,See You Again (feat. Charlie Puth),Wiz Khalifa;Charlie Puth,pop,moody,0.481,80.025,0.283,0.689,0.369,1.03e-06,0.0649,0.0815
1228,Euphoria,BTS,pop,energetic,0.799,104.996,0.57,0.637,0.394,0.0,0.0921,0.0338
1229,De Tanto Chimbiar,Feid;Totoy El Frio,pop,excited,0.602,90.035,0.628,0.821,0.108,0.0,0.246,0.168
1230,"Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali;Devi Sri Prasad,pop,excited,0.603,106.984,0.743,0.787,0.435,0.0,0.101,0.034
1231,La Chica De Hoy (This Year's Girl),Elvis Costello & The Attractions;Cami,power-pop,happy,0.868,133.186,0.875,0.614,0.000183,0.0394,0.202,0.0406
1232,Weightless,Old 97's,power-pop,moody,0.423,84.097,0.474,0.528,0.0717,0.00215,0.276,0.025
1233,I'm The Man,Joe Jackson,power-pop,energetic,0.969,173.478,0.647,0.484,0.00205,0.000714,0.161,0.0545
1234,Speed of Light,Teenage Fanclub,power-pop,happy,0.86,125.996,0.813,0.577,0.000215,6.98e-05,0.0754,0.0669
1235,Aloo Gobi,Weezer,power-pop,happy,0.68,95.958,0.847,0.565,0.0138,0.000132,0.133,0.0303
1236,All My Favorite Songs,Weezer,power-pop,fiery,0.628,161.438,0.394,0.384,0.126,9.93e-06,0.314,0.031
1237,It's Too Late,Bob Mould,power-pop,aggressive,0.88,127.932,0.482,0.521,0.136,4.88e-05,0.346,0.0448
1238,I Think We're Alone Now,The Rubinoos,power-pop,energetic,0.565,128.956,0.633,0.586,0.163,0.0,0.107,0.0541
1239,Mushy Love Song,Tsunami Bomb,power-pop,happy,0.841,152.145,0.676,0.295,3.98e-05,0.0301,0.0586,0.0414
1240,Heads or Tails,Shannon & The Clams,power-pop,aggressive,0.848,149.162,0.458,0.368,0.299,0.00965,0.295,0.0762
1241,She,Elvis Costello,power-pop,sad,0.28,130.876,0.276,0.333,0.427,1.88e-06,0.13,0.032
1242,Moment In The Sun - Bonus Track,Sunflower Bean,power-pop,energetic,0.632,115.987,0.559,0.687,0.0572,0.0,0.257,0.0309
1243,Moment In The Sun,Sunflower Bean,power-pop,energetic,0.63,115.986,0.548,0.687,0.0576,0.0,0.257,0.031
1244,Girls of Wild Strawberries,Guided By Voices,power-pop,happy,0.773,102.173,0.688,0.605,0.242,0.948,0.0939,0.0289
1245,Love Strike,Shannon & The Clams,power-pop,energetic,0.842,124.514,0.542,0.454,0.0588,0.777,0.81,0.0339
1246,We Are Mirage,Eric Prydz;Empire of the Sun,progressive-house,aggressive,0.792,127.956,0.0871,0.556,0.000521,0.75,0.494,0.0361
1247,When The Sun Is Gone (feat. RYVM) - Extended Mix,Mike Williams;RYVM,progressive-house,energetic,0.893,128.017,0.563,0.698,0.00743,8.48e-06,0.087,0.0679
1248,Be Kind (with Halsey) [Surf Mesa Remix],Marshmello;Halsey;Surf Mesa,progressive-house,fiery,0.677,113.12,0.494,0.684,0.0305,0.0,0.093,0.0426
1249,The Spark,Afrojack;Spree Wilson,progressive-house,energetic,0.898,126.051,0.599,0.651,0.152,0.0,0.11,0.0391
1250,Who Do You Love,ARTY;Rozzi,progressive-house,energetic,0.964,125.992,0.509,0.537,0.018,0.00138,0.16,0.0552
1251,Atom - 138 Mix,Maarten de Jong,progressive-house,aggressive,0.975,137.984,0.0627,0.466,0.00909,0.91,0.0959,0.0739
1252,"Moth To A Flame (with The Weeknd, Moojo) - Moojo Remix",Swedish House Mafia;The Weeknd;Moojo,progressive-house,aggressive,0.915,121.996,0.109,0.681,0.00102,0.413,0.0731,0.0423
1253,Love We Lost (with R3HAB),Armin van Buuren;R3HAB;Simon Ward,progressive-house,aggressive,0.783,119.995,0.311,0.651,0.045,0.0,0.0628,0.0501
1254,Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,Dimitri Vegas & Like Mike;Afro Bros;Sebastian Yatra;Camilo;Emilia;Dimitri Vegas;Like Mike,progressive-house,excited,0.82,95.987,0.822,0.752,0.0134,0.000804,0.0692,0.0461
1255,VIBR8,Marshmello,progressive-house,aggressive,0.915,114.644,0.171,0.508,0.005,0.336,0.0892,0.0689
1256,Colours (ABGT499D3) - Fred Falke Remix,Mat Zo;OLAN;Fred Falke,progressive-house,aggressive,0.839,122.04,0.191,0.647,4.99e-05,0.499,0.202,0.0395
1257,All That You Need,Don Diablo,progressive-house,intense,0.714,128.084,0.284,0.704,0.111,0.000122,0.16,0.0855
1258,My Pony (R3HAB VIP Remix),R3HAB,progressive-house,aggressive,0.986,128.018,0.295,0.627,0.029,0.0226,0.0785,0.0674
1259,Hold On (feat. Cheat Codes) - Radio Edit,MOGUAI;Cheat Codes,progressive-house,energetic,0.785,125.03,0.545,0.611,0.194,0.0,0.0956,0.0707
1260,Right Back,Alexander Popov;Whiteout,progressive-house,aggressive,0.942,125.043,0.0396,0.567,0.000957,0.0779,0.343,0.0379
1261,Kembali Ke Akar,Navicula,psych-rock,happy,0.917,105.037,0.946,0.643,0.000996,0.000656,0.241,0.031
1262,"Loser - Live at the Fox Theatre, St. Louis, MO 12/10/71",Grateful Dead,psych-rock,melancholy,0.281,119.345,0.407,0.634,0.814,0.0353,0.111,0.0457
1263,Midnite Cruiser,Steely Dan,psych-rock,happy,0.644,99.197,0.722,0.64,0.273,0.0,0.0449,0.0283
1264,Yine Yol Göründü,Barış Manço,psych-rock,peaceful,0.384,89.75,0.657,0.717,0.825,0.0299,0.146,0.0366
1265,Don't Let Me Be Misunderstood,The Animals,psych-rock,fiery,0.568,112.584,0.488,0.546,0.146,0.0,0.77,0.0285
1266,A Day In The Life - Remastered 2009,The Beatles,psych-rock,moody,0.457,163.219,0.175,0.364,0.29,0.000106,0.922,0.0675
1267,Mafia Hukum,Navicula,psych-rock,aggressive,0.765,126.059,0.448,0.61,0.0215,0.0,0.289,0.0526
1268,Joker And The Thief,Wolfmother,psych-rock,aggressive,0.8,155.558,0.465,0.264,0.0195,0.00744,0.406,0.0537
1269,Pepper,Butthole Surfers,psych-rock,happy,0.804,79.898,0.671,0.631,0.00589,0.00116,0.16,0.166
1270,Dear Angie - Remastered 2010,Badfinger,psych-rock,chill,0.417,81.976,0.506,0.633,0.3,3.06e-06,0.114,0.0265
1271,Little Saint Nick - 1991 Remix,The Beach Boys,psych-rock,happy,0.553,130.594,0.971,0.602,0.108,0.0,0.0512,0.0328
1272,Femme Fatale,The Velvet Underground;Nico,psych-rock,melancholy,0.145,103.918,0.138,0.55,0.913,0.0,0.118,0.0332
1273,Little Saint Nick - 1991 Remix,The Beach Boys,psych-rock,happy,0.553,130.594,0.971,0.602,0.108,0.0,0.0512,0.0328
1274,Yalvarırım Affet,Kamuran Akkor,psych-rock,melancholy,0.341,71.177,0.275,0.485,0.961,4.09e-06,0.154,0.0322
1275,Shine On You Crazy Diamond (Pts. 6-9),Pink Floyd,psych-rock,melancholy,0.485,135.87,0.124,0.288,0.576,0.9,0.322,0.0491
